Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
Stander,7.0,1h 51m,Bronwen Hughes,Bima Stagg,"Thomas Jane, Dexter Fletcher, David O'Hara, Deborah Kara Unger, Ashley Taylor, Marius Weyers, At Botha, Lionel Newton, Melanie Merle, Sean Else","True Crime, Action, Biography, Crime, Drama",N/A,"$15,000,000 (estimated)","$272,791",https://www.imdb.com/title/tt0326208/
Contesa Desculță,6.9,2h 8m,Joseph L. Mankiewicz,Joseph L. Mankiewicz,"Humphrey Bogart, Ava Gardner, Edmond O'Brien, Marius Goring, Valentina Cortese, Rossano Brazzi, Elizabeth Sellars, Warren Stevens, Franco Interlenghi, Mari Aldon","Tragedy, Crime, Drama, Mystery, Romance",N/A,N/A,"$18,437",https://www.imdb.com/title/tt0046754/
Kids in the Hall: Brain Candy,6.9,1h 29m,Kelly Makin,"Writers, Norm Hiscock, Bruce McCulloch, Kevin McDonald, ","Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney, Scott Thompson, Kathryn Greenwood, Amy Smith, Lachlan Murdoch, Nicole de Boer, Krista Bridges","Dark Comedy, Satire, Comedy",N/A,N/A,"$2,654,308",https://www.imdb.com/title/tt0116768/
Nil by Mouth,7.3,2h 8m,Gary Oldman,Gary Oldman,"Ray Winstone, Kathy Burke, Charlie Creed-Miles, Laila Morse, Edna Doré, Chrissie Cotterill, Jon Morrison, Jamie Foreman, Steve Sweeney, Terry Rowley","Psychological Drama, Tragedy, Drama",N/A,"$9,000,000 (estimated)","$284,477",https://www.imdb.com/title/tt0119792/
She's So Lovely,5.9,1h 40m,Nick Cassavetes,John Cassavetes,"Robin Wright, James Gandolfini, Susan Traylor, Harry Dean Stanton, Debi Mazar, Bobby Cooper, John Marshall Jones, Chloe Webb, Sean Penn, James Soravilla","Romantic Comedy, Comedy, Drama, Romance",N/A,"$18,000,000 (estimated)","$7,281,450",https://www.imdb.com/title/tt0120112/
Povestea călugăriței,7.5,2h 29m,Fred Zinnemann,"Robert Anderson, Kathryn Hulme","Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft, Dean Jagger, Mildred Dunnock, Beatrice Straight, Patricia Collinge, Rosalie Crutchley, Ruth White","Docudrama, Period Drama, Drama",N/A,"$3,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0053131/
Father of Invention,5.7,1h 33m,Trent Cooper,"Jonathan D. Krane, Trent Cooper","Kevin Spacey, Camilla Belle, Heather Graham, Johnny Knoxville, Anna Anissimova, John Stamos, Red West, Michael Rosenbaum, Danny Comden, Jack McGee","Comedy, Drama",N/A,N/A,"$97,778",https://www.imdb.com/title/tt1381505/
Fled,5.4,1h 38m,Kevin Hooks,Preston A. Whitmore II,"Laurence Fishburne, Stephen Baldwin, Will Patton, Robert John Burke, Robert Hooks, Victor Rivers, David Dukes, Ken Jenkins, Michael Nader, Brittney Powell","Dark Comedy, Action, Adventure, Comedy, Crime, Drama, Romance",N/A,"$25,000,000 (estimated)","$17,193,231",https://www.imdb.com/title/tt0116320/
Mireasa pentru fratele meu,5.9,2h 19m,Ali Abbas Zafar,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza, Parikshit Sahni, Kanwaljeet Singh, Suparna Marwah, Arfeen Khan, Mohd. Zeeshan Ayyub, Tariq Vasudeva","Hindi, Comedy, Drama, Family, Romance",N/A,N/A,"$11,983,381",https://www.imdb.com/title/tt1740710/
Shadows,7.2,1h 21m,John Cassavetes,"Robert Alan Aurthur, John Cassavetes","Ben Carruthers, Lelia Goldoni, Hugh Hurd, Anthony Ray, Dennis Sallas, Tom Reese, David Pokitillow, Rupert Crosse, David Jones, Pir Marini","Drama, Music, Romance",N/A,"$40,000 (estimated)","$2,729",https://www.imdb.com/title/tt0053270/
Eroism deosebit,6.3,1h 45m,Ted Kotcheff,"Joe Gayton, Wings Hauser","Gene Hackman, Robert Stack, Fred Ward, Reb Brown, Randall 'Tex' Cobb, Patrick Swayze, Harold Sylvester, Tim Thomerson, Ya-Li Liu, Kwan Hi Lim","Dark Comedy, Action, Drama, Thriller, War",N/A,"$14,500,000 (estimated)","$30,503,151",https://www.imdb.com/title/tt0086508/
No Entry,6.6,2h 38m,Anees Bazmee,Anees Bazmee,"Anil Kapoor, Salman Khan, Fardeen Khan, Bipasha Basu, Lara Dutta, Esha Deol, Celina Jaitly, Boman Irani, Paresh Ganatra, Pratima Kazmi","Hindi, Comedy, Drama, Musical, Romance",N/A,N/A,"$1,197,530",https://www.imdb.com/title/tt0451833/
Meandrele lui Missouri,6.5,2h 6m,Arthur Penn,"Thomas McGuane, Robert Towne","Marlon Brando, Jack Nicholson, Randy Quaid, Kathleen Lloyd, Frederic Forrest, Harry Dean Stanton, John McLiam, John P. Ryan, Sam Gilman, Steve Franken","Classical Western, Western Epic, Drama, Western",N/A,"$10,000,000 (estimated)","$18,523",https://www.imdb.com/title/tt0074906/
Josh,6.1,2h 42m,Mansoor Khan,"Writers, Aatish Kapadia, Mansoor Khan, Nidhi Tuli, ","Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor, Priya Gill, Sharat Saxena, Vivek Vaswani, Anjan Srivastav, Kumar Bharadwaj, Suhas Joshi","Hindi, Action, Drama, Musical, Romance",N/A,N/A,"$426,318",https://www.imdb.com/title/tt0151150/
Chachi 420,7.4,2h 35m,Kamal Haasan,"Gulzar, Kamal Haasan, Crazy Mohan","Kamal Haasan, Amrish Puri, Om Puri, Tabu, Johnny Walker, Paresh Rawal, Nassar, Ayesha Jhulka, Atul Agnihotri, Ritu Shivpuri","Hindi, Comedy, Drama, Musical, Romance",N/A,N/A,"₹200,706,250",https://www.imdb.com/title/tt0233422/
Găluşte,6.7,1h 31m,Fruit Chan,Pik-Wah Lee,"Bai Ling, Miriam Yeung, Sum-Yeung Wong, Po-Lin Lau, Tony Ka Fai Leung, Meme Tian, Wai-Man Wu, Chak-Man Ho, Miki Yeung, So-Foon Wong","Mandarin, Body Horror, Dark Comedy, Drama, Horror",N/A,N/A,"$763,552",https://www.imdb.com/title/tt0472458/
Cold Comes the Night,5.7,1h 30m,Tze Chun,"Tze Chun, Osgood Perkins, Nick Simon","Alice Eve, Bryan Cranston, Logan Marshall-Green, Ursula Parker, Leo Fitzpatrick, Erin Cummings, Robin Lord Taylor, Sarah Sokolovic, Marceline Hugot, Ashlie Atkinson","Action, Crime, Mystery, Thriller",N/A,N/A,"$24,732",https://www.imdb.com/title/tt2511428/
Mustafa Hakkinda Hersey,7.5,1h 59m,Çagan Irmak,Çagan Irmak,"Nejat Isler, Fikret Kuskan, Basak Köklükaya, Serif Sezer, Zeynep Eronat, Kutay Köktürk, Emre Basak, Ferit Aktug, Borgahan Gumussoy, Vahdet Çakar","Turkish, Drama, Thriller",N/A,N/A,"$261,085",https://www.imdb.com/title/tt0408017/
Du zhan,7.0,1h 47m,Johnnie To,"Writers, Ka-Fai Wai, Nai-Hoi Yau, Ryker Chan, ","Honglei Sun, Louis Koo, Huang Yi, Yunxiang Gao, Wallace Chung, Guangjie Li, Tao Guo, Jing Li, Hoi-Pang Lo, Eddie Cheung","Mandarin, Action, Crime, Drama, Thriller",N/A,"CN¥100,000,000 (estimated)","$24,676,341",https://www.imdb.com/title/tt2165735/
Baggage Claim,5.1,1h 36m,David E. Talbert,David E. Talbert,"Paula Patton, Derek Luke, Taye Diggs, Boris Kodjoe, Trey Songz, Jill Scott, Adam Brody, Jenifer Lewis, Djimon Hounsou, Lauren London","Romantic Comedy, Comedy, Romance",N/A,"$8,500,000 (estimated)","$22,871,096",https://www.imdb.com/title/tt1171222/
Vavien,7.5,1h 40m,"Durul Taylan, Yagmur Taylan",Engin Günaydin,"Engin Günaydin, Binnur Kaya, Settar Tanriögen, Ilker Aksum, Günes Berberoglu, Tolga Coskun, Binnaz Ekren, Ercan Kesal, Sinasi Yurtsever, Tayfun Sav","Turkish, Comedy, Drama, Thriller",N/A,N/A,"$879,768",https://www.imdb.com/title/tt1558877/
N-am chef de nimic!,6.5,1h 33m,Harris Goldberg,Harris Goldberg,"Matthew Perry, Lynn Collins, Kevin Pollak, Bob Gunton, Helen Shaver, William B. Davis, Mary Steenburgen, Ben Immanuel, Noah Dalton Danby, Monique Ganderton","Comedy, Drama, Romance",N/A,"$3,300,000 (estimated)",N/A,https://www.imdb.com/title/tt0795439/
"Cirque du Soleil: Departe, în alte lumi",6.7,1h 31m,Andrew Adamson,Andrew Adamson,"Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke, Dallas Barnett, Tanya Drewery, Sarah Houbolt, Ascia Maybury, Damien Gordon, Zach Brickland",Fantasy,N/A,N/A,"$34,153,101",https://www.imdb.com/title/tt1792647/
Wandafuru raifu,7.6,1h 59m,Hirokazu Koreeda,Hirokazu Koreeda,"Arata Iura, Erika Oda, Susumu Terajima, Takashi Naitô, Kyôko Kagawa, Kei Tani, Taketoshi Naitô, Tôru Yuri, Yûsuke Iseya, Sayaka Yoshino","Japanese, Drama, Fantasy",N/A,N/A,"$801,985",https://www.imdb.com/title/tt0165078/
Bol,8.2,2h 31m,Shoaib Mansoor,Shoaib Mansoor,"Humaima Malik, Manzar Sehbai, Shafqat Cheema, Iman Ali, Atif Aslam, Irfan Khoosat, Zaib Rehman, Amr Kashmiri, Mahira Khan, Mahnoor Khan","Urdu, Drama",N/A,N/A,"$509,872",https://www.imdb.com/title/tt1891757/
Cinci milioane de ani de Terra,7.0,1h 37m,Roy Ward Baker,Nigel Kneale,"James Donald, Andrew Keir, Barbara Shelley, Julian Glover, Duncan Lamont, Bryan Marshall, Peter Copley, Edwin Richfield, Grant Taylor, Maurice Good","Alien Invasion, Suspense Mystery, Horror, Mystery, Sci-Fi, Thriller",N/A,"£275,000 (estimated)",N/A,https://www.imdb.com/title/tt0062168/
Șantaj,6.9,1h 25m,Alfred Hitchcock,"Writers, Charles Bennett, Alfred Hitchcock, Benn W. Levy, ","Anny Ondra, John Longden, Sara Allgood, Charles Paton, Donald Calthrop, Cyril Ritchard, Hannah Jones, Harvey Braban, Ex-Det. Sergt. Bishop, Johnny Ashby","Police Procedural, Psychological Drama, Psychological Thriller, Crime, Drama, Mystery, Thriller",N/A,N/A,$160,https://www.imdb.com/title/tt0019702/
Abracadabra,6.8,1h 46m,Richard Quine,"Daniel Taradash, John Van Druten","James Stewart, Kim Novak, Jack Lemmon, Ernie Kovacs, Hermione Gingold, Elsa Lanchester, Janice Rule, Philippe Clay, Bek Nelson, Howard McNear","Holiday Romance, Screwball Comedy, Comedy, Fantasy, Romance",N/A,"$2,450,000 (estimated)","$2,492",https://www.imdb.com/title/tt0051406/
The Details,6.1,1h 41m,Jacob Estes,Jacob Estes,"Tobey Maguire, Gary Schwartz, José Gandara, Elizabeth Banks, Miles Ellenwood, Kerry Washington, Ray Liotta, Rose Cano, Laura Linney, Traci L. Crouch","Dark Comedy, Comedy, Drama",N/A,N/A,"$63,595",https://www.imdb.com/title/tt1433207/
Trust,7.4,1h 47m,Hal Hartley,Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson, John MacKay, Edie Falco, Gary Sauer, Matt Malloy, Suzanne Costollos, Jeff Howard, Karen Sillas","Comedy, Crime, Drama",N/A,"$700,000 (estimated)","$357,400",https://www.imdb.com/title/tt0103130/
Popiól i diament,7.7,1h 43m,Andrzej Wajda,"Jerzy Andrzejewski, Andrzej Wajda","Zbigniew Cybulski, Ewa Krzyzewska, Waclaw Zastrzezynski, Adam Pawlikowski, Bogumil Kobiela, Jan Ciecierski, Stanislaw Milski, Artur Mlodnicki, Halina Kwiatkowska, Ignacy Machowski","Period Drama, Drama, Romance, War",N/A,"PLN 6,070,000 (estimated)",N/A,https://www.imdb.com/title/tt0052080/
Pour elle,7.1,1h 36m,Fred Cavayé,"Fred Cavayé, Guillaume Lemans","Vincent Lindon, Diane Kruger, Lancelot Roch, Olivier Marchal, Hammou Graïa, Liliane Rovère, Olivier Perrier, Moussa Maaskri, Rémi Martin, Thierry Godard","French, Crime, Drama, Thriller",N/A,"€7,930,000 (estimated)","$6,548,942",https://www.imdb.com/title/tt1217637/
Razbunandu-l pe Angelo,5.1,1h 37m,Martyn Burke,"William Porter, Steve Mackall","Sylvester Stallone, Madeleine Stowe, Anthony Quinn, Raoul Bova, Harry Van Gorkum, Billy Gardell, George Touliatos, Angelo Celeste, Ezra Perlman, Carin Moffat","Action, Comedy, Crime, Romance",N/A,"$17,000,000 (estimated)","$824,597",https://www.imdb.com/title/tt0275947/
The Singing Detective,5.4,1h 49m,Keith Gordon,Dennis Potter,"Robert Downey Jr., Robin Wright, Mel Gibson, Jeremy Northam, Katie Holmes, Adrien Brody, Jon Polito, Carla Gugino, Saul Rubinek, Alfre Woodard","Parody, Comedy, Crime, Musical, Mystery",N/A,"$8,000,000 (estimated)","$435,625",https://www.imdb.com/title/tt0314676/
Muguri zdrobiți,7.2,1h 30m,D.W. Griffith,"Thomas Burke, D.W. Griffith","Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard, Edward Peil Sr., George Beranger, Norman Selby, Ernest Butterworth, Frederic Hamen, Wilbur Higby","Tragedy, Tragic Romance, Drama, Romance",N/A,"$88,000 (estimated)",N/A,https://www.imdb.com/title/tt0009968/
The Vatican Tapes,4.7,1h 31m,Mark Neveldine,"Christopher Borrelli, Michael C. Martin, Chris Morgan","Olivia Taylor Dudley, John Patrick Amedori, Dougray Scott, Michael Peña, Peter Andersson, Djimon Hounsou, Kathleen Robertson, Sam Upton, Cas Anvar, Michael Halsey","Supernatural Horror, Horror, Thriller",N/A,"$8,000,000 (estimated)","$13,015,764",https://www.imdb.com/title/tt1524575/
Gresit,6.2,1h 34m,Quentin Dupieux,Quentin Dupieux,"Jack Plotnick, Todd Giebenhain, Eric Judor, Alexis Dziena, Steve Little, William Fichtner, Regan Burns, Mark Burnham, Arden Myrin, Maile Flanagan","Comedy, Mystery",N/A,N/A,"$106,425",https://www.imdb.com/title/tt1901040/
Final Girl,4.7,1h 24m,Tyler Shields,"Writers, Adam Prince, Johnny Silver, Stephen Scarlata, ","Abigail Breslin, Wes Bentley, Logan Huffman, Alexander Ludwig, Cameron Bright, Reece Thompson, Francesca Eastwood, Emma Paetz, Gracyn Shinyei, Desiree Zurowski","Slasher Horror, Horror, Thriller",N/A,"$8,000,000 (estimated)","$33,411",https://www.imdb.com/title/tt2124787/
Eddie,5.2,1h 40m,Steve Rash,"Writers, Steve Zacharias, Jeff Buhai, Jon Connolly, ","Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins, Lisa Ann Walter, John Benjamin Hickey, Troy Byer, John Salley, Rick Fox, Malik Sealy","Comedy, Sport",N/A,"$30,000,000 (estimated)","$31,387,164",https://www.imdb.com/title/tt0116168/
Escape to Witch Mountain,6.3,1h 37m,John Hough,"Robert Malcolm Young, Alexander Key","Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes, Reta Shaw, Denver Pyle, Alfred Ryder, Lawrence Montaigne","Adventure, Family, Fantasy, Mystery, Sci-Fi",N/A,N/A,"$20,000,000",https://www.imdb.com/title/tt0072951/
Shotgun Stories,7.1,1h 32m,Jeff Nichols,Jeff Nichols,"Michael Shannon, Douglas Ligon, Barlow Jacobs, Michael Abbott Jr., Travis Smith, Lynnsee Provence, David Rhodes, Glenda Pannell, G. Alan Wilkins, Natalie Canerday","Drama, Thriller",N/A,N/A,"$185,699",https://www.imdb.com/title/tt0952682/
Paa,7.1,2h 13m,R Balki,R Balki,"Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal, Arundathi Nag, Kiran Shah, Saurabh Agarwal, Shikha Arora, Rupali Arte, Jaya Bachchan","Hindi, Comedy, Drama",N/A,"₹150,000,000 (estimated)","$9,696,629",https://www.imdb.com/title/tt1532957/
w Delta z,5.7,1h 44m,Tom Shankland,Clive Bradley,"Barbara Adair, Peter Ballance, Selma Blair, Melissa George, Tom Hardy, Sally Hawkins, Lauren Hood, Caroline Lee-Johnson, Sean Brian Chipango, Paul Kaye","Psychological Horror, Psychological Thriller, Crime, Drama, Horror, Thriller",N/A,"£5,000,000 (estimated)","$1,557,010",https://www.imdb.com/title/tt0804552/
Ying hung boon sik II,7.2,1h 45m,John Woo,"Writers, Hing-Ka Chan, Suk-Wah Leung, Hark Tsui, ","Lung Ti, Chow Yun-Fat, Leslie Cheung, Dean Shek, Shan Kwan, Emily Chu, Kenneth Tsang, Man-Tat Ng, Ming Yan Lung, Peter Wang","Mandarin, Gangster, Gun Fu, Action, Crime, Drama, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0094357/
Les couloirs du temps: Les visiteurs II,6.1,1h 58m,Jean-Marie Poiré,"Christian Clavier, Jean-Marie Poiré","Christian Clavier, Jean Reno, Muriel Robin, Marie-Anne Chazel, Jean-Luc Caron, Patrick Burgel, Eric Averlant, Armelle, Pierre Vial, Franck-Olivier Bonnet","French, Comedy, Fantasy",N/A,"FRF 140,000,000 (estimated)","$146,072",https://www.imdb.com/title/tt0120882/
După omul subțire,7.6,1h 52m,W.S. Van Dyke,"Frances Goodrich, Albert Hackett, Dashiell Hammett","William Powell, Myrna Loy, James Stewart, Elissa Landi, Joseph Calleia, Jessie Ralph, Alan Marshal, Teddy Hart, Sam Levene, Penny Singleton","Comedy, Crime, Mystery",N/A,"$683,000 (estimated)",N/A,https://www.imdb.com/title/tt0027260/
Metropolitan,7.3,1h 38m,Whit Stillman,Whit Stillman,"Carolyn Farina, Edward Clements, Chris Eigeman, Taylor Nichols, Allison Parisi, Dylan Hundley, Isabel Gillies, Bryan Leder, Will Kempe, Ellia Thompson","Dark Comedy, Romantic Comedy, Comedy, Drama, Romance",N/A,"$230,000 (estimated)","$2,960,492",https://www.imdb.com/title/tt0100142/
Kid Cannabis,6.4,1h 50m,John Stockwell,"John Stockwell, Mark Binelli","Jonathan Daniel Brown, Kenny Wormald, Aaron Yoo, Ron Perlman, John C. McGinley, Corey Large, Bryce Hodgson, Alex Arsenault, Jeffrey Ballard, Luke Jennings","True Crime, Biography, Comedy, Crime, Drama",N/A,"$5,000,000 (estimated)","$5,565",https://www.imdb.com/title/tt0780548/
Ochiul acului,7.1,1h 52m,Richard Marquand,"Ken Follett, Stanley Mann","Donald Sutherland, Stephen MacKenna, Philip Martin Brown, Kate Nelligan, Christopher Cazenove, George Belbin, Faith Brook, Barbara Graley, George Lee, Arthur Lovegrove","Period Drama, Spy, Romance, Thriller, War",N/A,N/A,"$17,583,686",https://www.imdb.com/title/tt0082351/
Tristana,7.4,1h 39m,Luis Buñuel,"Julio Alejandro, Luis Buñuel, Benito Pérez Galdós","Catherine Deneuve, Fernando Rey, Franco Nero, Lola Gaos, Antonio Casas, Jesús Fernández, Vicente Soler, José Calvo, Fernando Cebrián, Antonio Ferrandis","Spanish, Drama",N/A,N/A,"$14,586",https://www.imdb.com/title/tt0066491/
When the Wind Blows,7.7,1h 24m,Jimmy T. Murakami,Raymond Briggs,"Peggy Ashcroft, John Mills, Robin Houston, James Russell, David Dundas, Matt Irving, Winston Churchill, Bernard L. Montgomery, Joseph Stalin, Harry S. Truman","Adult Animation, Dark Comedy, Hand-Drawn Animation, Tragedy, Animation, Drama, War",N/A,N/A,"$5,274",https://www.imdb.com/title/tt0090315/
My One and Only,6.5,1h 48m,Richard Loncraine,Charlie Peters,"Renée Zellweger, Logan Lerman, Kevin Bacon, Troy Garity, David Koechner, J.C. MacKenzie, Eric McCormack, Chris Noth, Molly C. Quinn, Mark Rendall","Coming-of-Age, Road Trip, Adventure, Biography, Comedy, Drama, Romance",N/A,N/A,"$3,167,681",https://www.imdb.com/title/tt1185431/
Orfeu Negru,7.4,1h 40m,Marcel Camus,"Jacques Viot, Vinicius de Moraes, Marcel Camus","Breno Mello, Marpessa Dawn, Lourdes de Oliveira, Léa Garcia, Adhemar Ferreira da Silva, Waldemar De Souza, Alexandro Constantino, Jorge Dos Santos, Aurino Cassiano, Maria Alice","Portuguese, Jukebox Musical, Tragedy, Drama, Musical, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0053146/
Smiley,3.3,1h 35m,Michael J. Gallagher,"Glasgow Phillips, Michael J. Gallagher, Ezra Cooperstein","Caitlin Gerard, Melanie Papalia, Shane Dawson, Andrew James Allen, Liza Weil, Roger Bart, Keith David, Toby Turner, Michael Traynor, Jana Gallagher","Slasher Horror, Supernatural Horror, Horror, Mystery, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt2025667/
Prietenul la nevoie se cunoaste,7.1,1h 48m,Sergio Corbucci,"Mario Amendola, Sergio Corbucci","Terence Hill, Bud Spencer, John Fujioka, Louise Bennett, Sal Borgese, Kainowa Lauritzen, Mirna Seya, Terry Moni Mapuana, Linda Prast, Kathy Lun","Italian, Buddy Comedy, Action, Adventure, Comedy",N/A,N/A,"$19,957",https://www.imdb.com/title/tt0085327/
Conflict conjugal,6.3,1h 35m,Alfred Hitchcock,Norman Krasna,"Carole Lombard, Robert Montgomery, Gene Raymond, Jack Carson, Philip Merivale, Lucile Watson, William Tracy, Charles Halton, Esther Dale, Emma Dunn","Romantic Comedy, Screwball Comedy, Comedy, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0033922/
Wong Fei Hung II: Nam yee tung chi keung,7.3,1h 53m,Hark Tsui,"Tin-Suen Chan, Tan Cheung, Hark Tsui","Jet Li, Rosamund Kwan, Mok Siu-Chung, David Chiang, Donnie Yen, Tielin Zhang, Xiong Xinxin, Paul Fonoroff, Shi-Kwan Yen, Ka-Kui Ho","Cantonese, Kung Fu, Martial Arts, Wuxia, Action, Adventure, Biography, History, Romance",N/A,N/A,"$3,924,438",https://www.imdb.com/title/tt0105839/
Tender Mercies,7.3,1h 32m,Bruce Beresford,Horton Foote,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley, Ellen Barkin, Allan Hubbard, Lenny von Dohlen, Paul Gleason, Michael Crabtree, Norman Bennett","Drama, Music",N/A,N/A,"$8,443,124",https://www.imdb.com/title/tt0086423/
Iubire persana,7.0,1h 33m,"Vincent Paronnaud, Marjane Satrapi","Marjane Satrapi, Vincent Paronnaud","Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani, Éric Caravaca, Chiara Mastroianni, Mathis Bour, Enna Balland, Didier Flamand, Serge Avedikian","French, Comedy, Drama",N/A,"€12,000,000 (estimated)","$3,265,941",https://www.imdb.com/title/tt1663321/
Vice Versa,5.9,1h 38m,Brian Gilbert,"Dick Clement, Ian La Frenais, Thomas Anstey Guthrie","Judge Reinhold, Fred Savage, Corinne Bohrer, Swoosie Kurtz, Jane Kaczmarek, David Proval, William Prince, Gloria Gifford, Beverly Archer, Harry S. Murphy","Body Swap Comedy, Comedy, Fantasy",N/A,"$10,000,000 (estimated)","$13,664,060",https://www.imdb.com/title/tt0096380/
Home Fries,5.1,1h 31m,Dean Parisot,Vince Gilligan,"Drew Barrymore, Catherine O'Hara, Luke Wilson, Jake Busey, Shelley Duvall, Kim Robillard, Daryl Mitchell, Lanny Flaherty, Chris Ellis, Blue Deckert","Dark Comedy, Romantic Comedy, Comedy, Drama, Romance",N/A,"$35,000,000 (estimated)","$10,493,366",https://www.imdb.com/title/tt0119304/
O Homem que Copiava,7.6,2h 3m,Jorge Furtado,Jorge Furtado,"Lázaro Ramos, Leandra Leal, Luana Piovani, Pedro Cardoso, Carlos Cunha, Júlio Andrade, Gregory Garcia, Renata de Lélis, Sheron Menezzes, Sérgio Lulkin","Portuguese, Heist, Comedy, Crime, Drama, Romance",N/A,N/A,"$24,391",https://www.imdb.com/title/tt0367859/
Le temps qui reste,7.1,1h 21m,François Ozon,François Ozon,"Melvil Poupaud, Jeanne Moreau, Valeria Bruni Tedeschi, Daniel Duval, Marie Rivière, Christian Sengewald, Louise-Anne Hippeau, Henri de Lorme, Walter Pagano, Violetta Sanchez","French, Drama",N/A,N/A,"$2,893,462",https://www.imdb.com/title/tt0417189/
