Rating,Popularity,Runtime (minutes),ROI,directors_freq,writers_freq,stars_freq,genres_freq
7.9,2102.0,127,5.0751380416666665,0.0025949516395376267,0.0003790750568612585,0.0010921004732435385,40.4384236453202
8.1,899.0,134,9.38670455,0.0007077140835102619,0.0005686125852918878,0.0009100837277029487,44.645320197044335
8.0,1295.0,101,4.8704642465753425,0.0023590469450342063,0.001042456406368461,0.002639242810338551,68.82758620689656
7.6,1617.0,117,3.2062967666666666,0.0011795234725171032,0.0014215314632297195,0.0013423734983618492,46.45320197044335
7.8,642.0,100,5.314242666666667,0.0021231422505307855,0.0009476876421531463,0.002730251183108846,40.16256157635468
8.3,165.0,170,3.123946966666667,0.0025949516395376267,0.0006633813495072025,0.005801783764106298,52.69950738916256
7.9,535.0,113,2.1407613876404494,0.0016513328615239443,0.0016110689916603487,0.002639242810338551,27.1871921182266
7.0,550.0,145,10.898678546666666,0.0025949516395376267,0.0012319939347990902,0.003708591190389516,30.83743842364532
7.4,1798.0,119,5.8835606333333335,0.0007077140835102619,0.0002843062926459439,0.004436658172551875,58.75369458128079
8.3,552.0,149,5.661314666666667,0.003066761028544468,0.0012319939347990902,0.0005232981434291954,18.216748768472907
8.0,835.0,148,3.7784488666666665,0.0009436187780136825,0.0003790750568612585,0.0043456497997815795,45.97536945812808
7.6,634.0,113,8.50325275,0.0007077140835102619,0.001326762699014405,0.003003276301419731,29.266009852216747
8.5,47.0,109,39.970131867396496,0.008964378391129983,0.00047384382107657316,0.001524390243902439,64.96059113300493
7.2,1721.0,138,4.945652913333333,0.0033026657230478887,0.001800606520090978,0.0007735711685475064,18.970443349753694
7.4,902.0,102,8.575460873333334,0.0009436187780136825,0.0006633813495072025,0.0018201674554058974,40.33497536945813
8.6,407.0,116,27.00204944857636,0.0011795234725171032,0.0009476876421531463,0.0007280669821623589,74.7487684729064
7.4,1046.0,105,5.994424259259259,0.0009436187780136825,0.001326762699014405,0.0034355660720786314,19.049261083743843
6.9,839.0,124,11.14358296,0.00047180938900684123,0.0009476876421531463,0.00257098653076083,23.147783251231527
8.6,302.0,124,18.908176,0.0025949516395376267,0.0014215314632297195,0.0005688023298143429,19.738916256157637
8.1,915.0,107,3.1282741666666665,0.001887237556027365,0.0005686125852918878,0.0019566800145613397,36.610837438423644
7.4,1826.0,96,30.983075466666666,0.0014154281670205238,0.0003790750568612585,0.0033900618856934836,52.04926108374384
8.2,810.0,138,3.6061982857142856,0.0021231422505307855,0.0024639878695981803,0.005392246086639971,51.31527093596059
6.7,2655.0,112,3.792842,0.00047180938900684123,0.0018953752843062926,0.003458318165271205,23.886699507389164
8.1,450.0,124,70.10518571428571,0.006841236140599198,0.0009476876421531463,0.0015471423370950128,29.83743842364532
7.5,1179.0,127,3.92749474,0.003066761028544468,0.0017058377558756635,0.004277393520203859,24.108374384236452
7.2,1011.0,109,4.799656095238095,0.001887237556027365,0.0006633813495072025,0.0026164907171459775,42.12807881773399
7.4,2939.0,134,3.706468627272727,0.0021231422505307855,0.0016110689916603487,0.004823443756825628,30.399014778325125
7.8,998.0,119,3.567237066666667,0.0016513328615239443,0.0019901440485216074,0.004368401892974154,36.55172413793103
7.6,2867.0,105,5.180654548387097,0.0007077140835102619,0.0016110689916603487,0.00177466326902075,60.39408866995074
7.3,735.0,98,6.548783766666666,0.0021231422505307855,0.001326762699014405,0.0037995995631598107,44.40394088669951
7.7,837.0,116,5.302554705882353,0.005425807973578675,0.0011372251705837756,0.0020931925737167818,25.625615763546797
8.0,538.0,156,3.9477815037037036,0.0014154281670205238,0.000758150113722517,0.0017974153622133237,43.80295566502463
8.0,1280.0,143,1.71720398,0.0023590469450342063,0.0008529188779378317,0.0018884237349836184,52.477832512315274
7.6,972.0,145,3.5134600588235294,0.006841236140599198,0.0018953752843062926,0.0023889697852202403,35.8423645320197
8.5,217.0,106,15.28217,0.00023590469450342062,0.0003790750568612585,0.001842919548598471,33.152709359605915
7.7,376.0,129,5.115451185185186,0.0011795234725171032,0.0014215314632297195,0.0018201674554058974,51.83251231527094
7.8,244.0,123,4.088327310344828,0.0014154281670205238,0.0018953752843062926,0.0010010921004732435,40.85221674876847
7.8,486.0,99,6.3409246,0.0009436187780136825,0.001326762699014405,0.0011148525664361122,33.970443349753694
7.8,1600.0,143,4.773690466666666,0.00377447511205473,0.000758150113722517,0.0012286130323989808,48.80295566502463
7.7,2446.0,132,2.4598170842105263,0.0011795234725171032,0.0023692191053828657,0.0034128139788860575,23.295566502463053
7.7,851.0,119,5.734171888888889,0.0014154281670205238,0.0006633813495072025,0.0024344739716053877,55.995073891625616
7.6,700.0,162,1.4260216384615385,0.0016513328615239443,0.0005686125852918878,0.003048780487804878,51.12807881773399
8.5,773.0,102,4.988396842105264,0.0023590469450342063,0.001042456406368461,0.0017064069894430287,45.99014778325123
7.1,1725.0,115,2.942782483333333,0.0011795234725171032,0.0017058377558756635,0.0027530032763014196,36.16748768472906
7.0,1224.0,124,2.3847381,0.00047180938900684123,0.0008529188779378317,0.0033218056061157628,23.32512315270936
7.5,540.0,161,8.82933392,0.0033026657230478887,0.0017058377558756635,0.0023889697852202403,22.714285714285715
7.5,613.0,88,4.338647457627118,0.0007077140835102619,0.0005686125852918878,0.0036403349108117948,44.12315270935961
7.6,1529.0,95,7.886593811594203,0.0016513328615239443,0.001800606520090978,0.002479978157990535,49.20197044334975
7.9,2036.0,92,5.526393377777778,0.0025949516395376267,0.0014215314632297195,0.0037995995631598107,39.26108374384236
7.7,344.0,157,5.99773336,0.001887237556027365,0.0017058377558756635,0.001911175828176192,22.714285714285715
8.0,953.0,133,14.1930174,0.004953998584571833,0.001516300227445034,0.00257098653076083,29.177339901477833
6.6,3389.0,104,2.1925490047619047,0.0023590469450342063,0.0017058377558756635,0.004004368401892974,23.502463054187192
8.2,205.0,153,2.6549444782608695,0.0011795234725171032,0.00018953752843062926,0.003526574444848926,61.748768472906406
6.3,1780.0,139,3.4395533372093023,0.003066761028544468,0.002558756633813495,0.00416363305424099,29.55665024630542
8.2,1440.0,91,10.226677991941632,0.004010379806558151,0.0012319939347990902,0.00177466326902075,39.522167487684726
7.9,459.0,142,6.23080756923077,0.0014154281670205238,0.0017058377558756635,0.001842919548598471,24.31527093596059
7.3,593.0,163,2.8423420114285713,0.0023590469450342063,0.000758150113722517,0.0035493265380415,50.556650246305416
6.9,515.0,131,2.1631731894736843,0.0021231422505307855,0.001042456406368461,0.0023889697852202403,22.80295566502463
7.5,1418.0,93,4.60414678125,0.0007077140835102619,9.476876421531463e-05,0.001933927921368766,65.20197044334975
7.6,901.0,95,8.106981733333333,0.0007077140835102619,0.0009476876421531463,0.0024344739716053877,63.32512315270936
6.5,2023.0,102,7.3345538125,0.001887237556027365,0.0018953752843062926,0.003526574444848926,24.901477832512317
7.4,619.0,118,2.90173286,0.001887237556027365,0.000758150113722517,0.0037313432835820895,63.0935960591133
8.1,963.0,120,122.13890104166667,0.0021231422505307855,0.0018953752843062926,0.002411721878412814,30.246305418719214
8.2,133.0,158,3.05729692,0.0016513328615239443,0.000758150113722517,0.0005688023298143429,38.62068965517241
6.6,1451.0,137,4.186885064,0.0011795234725171032,0.003411675511751327,0.0035720786312340735,24.635467980295566
7.4,1860.0,132,4.79112675862069,0.0011795234725171032,0.0009476876421531463,0.0027757553694939935,33.41871921182266
6.7,2548.0,129,2.8489621666666665,0.0033026657230478887,0.001800606520090978,0.0008418274481252275,18.541871921182267
7.2,865.0,143,3.3681907428571427,0.0011795234725171032,0.001326762699014405,0.0012513651255915545,47.2807881773399
7.9,493.0,109,0.9289692105263158,0.0014154281670205238,0.0006633813495072025,0.00022752093192573717,52.78817733990148
6.5,2414.0,107,2.48708576,0.0011795234725171032,0.001326762699014405,0.002889515835456862,16.9064039408867
7.7,1477.0,112,15.140009384615384,0.0009436187780136825,0.0011372251705837756,0.0035493265380415,58.576354679802954
7.2,1556.0,138,6.279295175,0.0021231422505307855,0.0008529188779378317,0.004004368401892974,42.891625615763544
7.8,348.0,105,4.30120025,0.004010379806558151,0.001042456406368461,0.0033218056061157628,50.783251231527096
7.6,896.0,113,7.447878538461539,0.00047180938900684123,0.00047384382107657316,0.00177466326902075,55.1871921182266
7.6,276.0,102,4.895491142857143,0.0009436187780136825,0.0011372251705837756,0.0040271204950855476,55.83743842364532
6.4,1558.0,151,3.497451212,0.0016513328615239443,0.001516300227445034,0.004755187477247907,26.635467980295566
7.8,947.0,101,12.565418875,0.0009436187780136825,0.00047384382107657316,0.0035948307244266474,55.61576354679803
8.3,249.0,120,5.872340333333334,0.001887237556027365,0.000758150113722517,0.0007280669821623589,71.70443349753694
7.5,737.0,138,6.28581892,0.0011795234725171032,0.0011372251705837756,0.0015698944302875864,32.89655172413793
8.0,549.0,126,2.0989011739130436,0.0009436187780136825,0.0002843062926459439,0.002024936294139061,48.47290640394089
7.4,1696.0,144,3.850997772,0.003066761028544468,0.0027482941622441245,0.001911175828176192,15.29064039408867
6.9,2126.0,98,5.9953874,0.0007077140835102619,0.0009476876421531463,0.002821259555879141,34.2807881773399
7.8,874.0,121,8.0581021,0.0009436187780136825,0.001326762699014405,0.0021159446669093557,60.714285714285715
7.9,1265.0,125,1.7562293285714285,0.004010379806558151,0.0009476876421531463,0.0037540953767746634,54.01970443349754
7.9,787.0,103,2.5680097692307693,0.00023590469450342062,0.00018953752843062926,0.0016153986166727338,34.41871921182266
6.5,1165.0,120,4.429887690909091,0.0016513328615239443,0.0008529188779378317,0.0040271204950855476,54.142857142857146
5.3,168.0,122,11.102371243243244,0.0014154281670205238,0.0011372251705837756,0.002161448853294503,47.96551724137931
7.7,2018.0,108,3.900573226666667,0.0016513328615239443,0.001800606520090978,0.003708591190389516,35.12315270935961
6.4,2180.0,92,4.19628952,0.0016513328615239443,0.0002843062926459439,0.002889515835456862,63.251231527093594
7.6,685.0,126,20.92568559696607,0.0033026657230478887,0.005686125852918878,0.0041863851474335636,23.679802955665025
8.3,1169.0,95,5.372205,0.003066761028544468,0.001516300227445034,0.001911175828176192,34.467980295566505
8.1,1025.0,95,4.909007165714286,0.0009436187780136825,0.000758150113722517,0.002411721878412814,67.67980295566502
6.6,804.0,139,3.398656682352941,0.0009436187780136825,0.000758150113722517,0.0022297051328722243,58.714285714285715
7.8,1618.0,108,8.321529925,0.00377447511205473,0.0017058377558756635,0.0026164907171459775,30.246305418719214
7.9,479.0,138,6.26380764,0.008020759613116301,0.0019901440485216074,0.0046641791044776115,62.64039408866995
7.4,2303.0,129,4.350787344,0.001887237556027365,0.0011372251705837756,0.004277393520203859,24.753694581280786
8.0,1065.0,117,5.584138636363637,0.0009436187780136825,0.00047384382107657316,0.0017519111758281761,31.517241379310345
6.6,2623.0,109,2.48818,0.0007077140835102619,0.0002843062926459439,0.002889515835456862,61.354679802955665
7.1,1186.0,128,3.528691009090909,0.0009436187780136825,0.0014215314632297195,0.003458318165271205,27.059113300492612
6.6,938.0,117,4.574799272727272,0.006841236140599198,0.0032221379833206974,0.0027530032763014196,26.536945812807883
